tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,246,126205,0.0,,Tommy Paul,R,185.0,USA,,100644,3.0,,Alexander Zverev,R,198.0,GER,,6-2 4-6 7-6(2),3,R64,137.0,1.0,3.0,98.0,62.0,44.0,24.0,15.0,3.0,5.0,6.0,6.0,90.0,64.0,50.0,9.0,15.0,4.0,7.0,39.0,1252.0,3.0,7515.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,245,126094,7.0,,Andrey Rublev,R,188.0,RUS,,136440,0.0,,Dominik Koepfer,L,180.0,GER,,7-5 6-4,3,R64,105.0,7.0,1.0,65.0,43.0,31.0,11.0,11.0,4.0,6.0,4.0,3.0,85.0,50.0,27.0,20.0,11.0,8.0,12.0,7.0,4590.0,51.0,1054.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,244,126207,28.0,,Frances Tiafoe,R,188.0,USA,,206909,0.0,,Brandon Nakashima,R,185.0,USA,,6-4 6-4,3,R64,89.0,9.0,0.0,56.0,33.0,27.0,13.0,10.0,2.0,3.0,5.0,3.0,68.0,32.0,26.0,14.0,10.0,3.0,6.0,30.0,1463.0,80.0,793.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,243,105449,0.0,WC,Steve Johnson,R,188.0,USA,,106234,22.0,,Aslan Karatsev,R,185.0,RUS,,7-6(5) 6-4,3,R64,105.0,19.0,3.0,64.0,42.0,38.0,13.0,11.0,1.0,1.0,8.0,7.0,85.0,50.0,36.0,17.0,11.0,11.0,12.0,115.0,594.0,22.0,1933.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,242,128034,11.0,,Hubert Hurkacz,R,196.0,POL,25.0,106214,0.0,,Oscar Otte,R,196.0,GER,,6-3 3-6 6-3,3,R64,102.0,16.0,2.0,79.0,54.0,41.0,15.0,14.0,2.0,4.0,7.0,7.0,78.0,34.0,26.0,22.0,13.0,1.0,4.0,11.0,3468.0,76.0,818.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,241,106043,14.0,,Diego Schwartzman,R,170.0,ARG,,200325,0.0,,Emil Ruusuvuori,R,188.0,FIN,,5-7 6-3 6-3,3,R64,162.0,0.0,7.0,101.0,59.0,42.0,18.0,15.0,7.0,11.0,2.0,4.0,87.0,61.0,38.0,11.0,15.0,5.0,11.0,14.0,2660.0,70.0,876.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,240,104545,23.0,,John Isner,R,206.0,USA,,105023,0.0,WC,Sam Querrey,R,198.0,USA,,7-6(6) 7-6(2),3,R64,87.0,21.0,1.0,70.0,50.0,40.0,14.0,12.0,0.0,1.0,15.0,8.0,74.0,43.0,39.0,15.0,12.0,5.0,6.0,23.0,1801.0,114.0,595.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,239,122330,31.0,,Alexander Bublik,R,196.0,KAZ,,104918,0.0,WC,Andy Murray,R,190.0,GBR,,7-6(9) 6-3,3,R64,121.0,11.0,6.0,81.0,47.0,39.0,17.0,11.0,6.0,6.0,4.0,4.0,78.0,42.0,29.0,21.0,10.0,4.0,5.0,33.0,1391.0,88.0,733.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,238,105777,33.0,,Grigor Dimitrov,R,188.0,BUL,,111442,0.0,,Jordan Thompson,R,183.0,AUS,,7-6(3) 6-2,3,R64,100.0,3.0,4.0,59.0,35.0,29.0,13.0,10.0,0.0,1.0,2.0,4.0,69.0,39.0,26.0,13.0,10.0,1.0,4.0,35.0,1381.0,78.0,800.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,236,207830,0.0,Q,Tomas Machac,R,183.0,CZE,,200615,0.0,,Alexei Popyrin,R,196.0,AUS,,6-3 7-5,3,R128,104.0,3.0,3.0,75.0,53.0,40.0,7.0,10.0,13.0,14.0,6.0,6.0,81.0,49.0,31.0,13.0,11.0,10.0,14.0,158.0,379.0,89.0,721.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,235,105936,0.0,,Filip Krajinovic,R,185.0,SRB,30.0,105583,0.0,,Dusan Lajovic,R,180.0,SRB,,7-5 4-6 6-1,3,R128,121.0,6.0,1.0,91.0,56.0,40.0,21.0,15.0,5.0,7.0,5.0,2.0,76.0,53.0,33.0,14.0,14.0,2.0,6.0,40.0,1212.0,44.0,1126.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,232,111456,0.0,,Mackenzie Mcdonald,R,178.0,USA,,105916,0.0,,Marton Fucsovics,R,188.0,HUN,30.0,7-6(11) 7-5,3,R128,142.0,3.0,3.0,105.0,63.0,47.0,23.0,12.0,10.0,11.0,1.0,4.0,77.0,49.0,39.0,13.0,12.0,0.0,2.0,59.0,976.0,48.0,1082.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,231,200670,0.0,Q,J J Wolf,R,183.0,USA,,200384,0.0,,Hugo Gaston,L,173.0,FRA,,7-5 6-4,3,R128,92.0,7.0,4.0,63.0,36.0,26.0,14.0,11.0,1.0,3.0,3.0,5.0,83.0,45.0,32.0,12.0,11.0,9.0,13.0,209.0,274.0,68.0,887.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,228,124079,0.0,,Pedro Martinez,R,185.0,ESP,,105311,0.0,LL,Joao Sousa,R,185.0,POR,,6-4 7-5,3,R128,128.0,3.0,4.0,86.0,52.0,31.0,19.0,11.0,7.0,10.0,2.0,3.0,84.0,45.0,28.0,16.0,11.0,6.0,11.0,49.0,1072.0,85.0,762.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,227,104926,0.0,,Fabio Fognini,R,178.0,ITA,,104665,0.0,,Pablo Andujar,R,180.0,ESP,,3-6 6-3 6-3,3,R128,126.0,5.0,4.0,84.0,45.0,33.0,20.0,13.0,5.0,7.0,2.0,6.0,96.0,54.0,38.0,19.0,14.0,7.0,11.0,36.0,1359.0,69.0,885.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,224,202385,0.0,,Jenson Brooksby,R,188.0,USA,,106148,0.0,,Roberto Carballes Baena,R,183.0,ESP,,6-1 6-4,3,R128,87.0,1.0,1.0,42.0,26.0,18.0,14.0,9.0,0.0,1.0,0.0,0.0,60.0,39.0,21.0,8.0,8.0,5.0,9.0,43.0,1153.0,73.0,836.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,223,106058,0.0,WC,Jack Sock,R,185.0,USA,,207678,0.0,,Juan Manuel Cerundolo,L,183.0,ARG,,6-1 6-1,3,R128,64.0,1.0,0.0,44.0,34.0,27.0,5.0,7.0,2.0,2.0,0.0,3.0,44.0,26.0,9.0,8.0,7.0,1.0,6.0,147.0,429.0,119.0,561.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,220,200624,0.0,,Sebastian Korda,R,196.0,USA,,106423,0.0,Q,Thanasi Kokkinakis,R,196.0,AUS,,6-3 6-4,3,R128,89.0,2.0,3.0,60.0,39.0,29.0,9.0,10.0,4.0,6.0,0.0,3.0,55.0,33.0,21.0,7.0,9.0,4.0,8.0,38.0,1289.0,97.0,681.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,219,105948,0.0,,Federico Coria,R,180.0,ARG,,104655,0.0,PR,Pablo Cuevas,R,180.0,URU,,6-4 7-6(5),3,R128,102.0,0.0,0.0,80.0,58.0,45.0,6.0,11.0,6.0,8.0,1.0,2.0,69.0,47.0,31.0,11.0,11.0,2.0,5.0,65.0,906.0,104.0,635.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,216,207518,0.0,,Lorenzo Musetti,R,185.0,ITA,20.0,106218,0.0,,Marcos Giron,R,180.0,USA,,6-3 7-5,3,R128,99.0,2.0,1.0,57.0,38.0,30.0,12.0,11.0,0.0,1.0,1.0,1.0,71.0,39.0,25.0,16.0,10.0,10.0,13.0,56.0,1000.0,55.0,1001.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,215,200221,0.0,,Alejandro Davidovich Fokina,R,183.0,ESP,,106432,0.0,PR,Borna Coric,R,188.0,CRO,,6-7(5) 6-0 7-5,3,R128,143.0,4.0,4.0,92.0,59.0,40.0,19.0,15.0,4.0,7.0,7.0,3.0,102.0,67.0,40.0,14.0,15.0,10.0,17.0,45.0,1115.0,167.0,349.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,212,111513,0.0,,Laslo Djere,R,188.0,SRB,,126952,0.0,,Soon Woo Kwon,R,180.0,KOR,,2-6 6-3 6-4,3,R128,120.0,3.0,4.0,79.0,48.0,35.0,13.0,14.0,2.0,6.0,2.0,3.0,92.0,54.0,36.0,16.0,13.0,7.0,11.0,52.0,1041.0,64.0,906.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,211,126127,0.0,,Benjamin Bonzi,R,185.0,FRA,,126239,0.0,,Arthur Rinderknech,R,196.0,FRA,,6-3 7-5,3,R128,81.0,7.0,1.0,58.0,42.0,33.0,10.0,11.0,1.0,2.0,8.0,1.0,62.0,30.0,21.0,15.0,10.0,4.0,7.0,62.0,909.0,57.0,986.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,208,106401,0.0,WC,Nick Kyrgios,R,193.0,AUS,,202104,0.0,,Sebastian Baez,R,170.0,ARG,,6-4 6-0,3,R128,72.0,12.0,2.0,62.0,46.0,36.0,4.0,8.0,4.0,4.0,1.0,1.0,51.0,36.0,18.0,7.0,8.0,4.0,8.0,132.0,493.0,60.0,965.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,207,111153,0.0,Q,Christopher Eubanks,R,201.0,USA,,202195,0.0,,Maxime Cressy,R,198.0,USA,,5-7 7-6(8) 6-4,3,R128,152.0,11.0,4.0,110.0,66.0,53.0,24.0,17.0,4.0,5.0,15.0,5.0,97.0,62.0,49.0,24.0,17.0,2.0,3.0,157.0,380.0,72.0,852.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,204,208029,0.0,Q,Holger Rune,R,185.0,DEN,,200005,0.0,,Ugo Humbert,L,188.0,FRA,,6-3 6-2,3,R128,60.0,0.0,2.0,41.0,24.0,20.0,12.0,8.0,0.0,0.0,3.0,1.0,51.0,29.0,19.0,9.0,9.0,2.0,6.0,86.0,750.0,42.0,1178.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,203,105487,0.0,,Facundo Bagnis,L,183.0,ARG,32.0,105967,0.0,,Henri Laaksonen,R,185.0,SUI,,6-3 7-6(4),3,R128,92.0,7.0,1.0,65.0,43.0,33.0,15.0,11.0,2.0,3.0,5.0,3.0,83.0,43.0,31.0,19.0,10.0,7.0,9.0,82.0,781.0,87.0,741.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,200,200175,0.0,,Miomir Kecmanovic,R,183.0,SRB,,106281,0.0,Q,Liam Broady,L,183.0,GBR,,6-4 4-6 6-4,3,R128,133.0,5.0,4.0,90.0,55.0,45.0,16.0,15.0,5.0,7.0,3.0,0.0,91.0,47.0,33.0,24.0,15.0,3.0,6.0,61.0,921.0,124.0,528.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,199,122298,0.0,,Botic Van De Zandschulp,R,188.0,NED,,105815,0.0,Q,Tennys Sandgren,R,188.0,USA,,6-4 6-2,3,R128,76.0,3.0,1.0,55.0,36.0,29.0,10.0,9.0,4.0,4.0,2.0,4.0,50.0,26.0,17.0,13.0,9.0,2.0,5.0,47.0,1096.0,153.0,396.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,196,144719,0.0,Q,Jaume Munar,R,183.0,ESP,,209992,0.0,Q,Juncheng Shang,U,186.5430535455861,CHN,17.0,6-3 6-4,3,R128,100.0,10.0,1.0,62.0,45.0,34.0,7.0,10.0,3.0,5.0,1.0,5.0,71.0,52.0,29.0,7.0,9.0,7.0,11.0,99.0,675.0,543.0,56.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,195,111794,0.0,,Kamil Majchrzak,R,183.0,POL,,105379,0.0,PR,Aljaz Bedene,R,181.0,SLO,,6-1 7-5,3,R128,68.0,6.0,0.0,53.0,36.0,29.0,12.0,10.0,1.0,1.0,6.0,7.0,52.0,26.0,23.0,7.0,9.0,4.0,7.0,75.0,823.0,133.0,485.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,192,105357,0.0,LL,John Millman,R,183.0,AUS,,105526,0.0,,Jan Lennard Struff,R,193.0,GER,,7-6(6) 6-4,3,R128,93.0,5.0,2.0,72.0,49.0,37.0,13.0,11.0,5.0,6.0,16.0,3.0,79.0,46.0,34.0,15.0,11.0,6.0,8.0,77.0,818.0,58.0,984.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,191,126205,0.0,,Tommy Paul,R,185.0,USA,,105062,0.0,Q,Mikhail Kukushkin,R,183.0,KAZ,,6-4 6-4,3,R128,90.0,4.0,1.0,65.0,36.0,29.0,14.0,10.0,2.0,3.0,1.0,0.0,61.0,38.0,22.0,14.0,10.0,9.0,12.0,39.0,1252.0,154.0,386.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,188,136440,0.0,,Dominik Koepfer,L,180.0,GER,,105332,0.0,,Benoit Paire,R,196.0,FRA,,2-6 7-5 6-4,3,R128,141.0,3.0,3.0,106.0,70.0,41.0,19.0,15.0,14.0,20.0,8.0,15.0,110.0,47.0,37.0,24.0,15.0,4.0,10.0,51.0,1054.0,53.0,1040.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,187,206909,0.0,,Brandon Nakashima,R,185.0,USA,,105173,0.0,,Adrian Mannarino,L,183.0,FRA,,6-2 7-6(4),3,R128,99.0,4.0,0.0,61.0,38.0,32.0,8.0,10.0,1.0,3.0,4.0,6.0,68.0,39.0,25.0,12.0,10.0,4.0,8.0,80.0,793.0,66.0,904.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,184,105449,0.0,WC,Steve Johnson,R,188.0,USA,,127157,0.0,,Daniel Altmaier,R,191.0,GER,,6-3 7-6(3),3,R128,103.0,4.0,0.0,79.0,39.0,32.0,20.0,11.0,7.0,8.0,8.0,1.0,62.0,39.0,29.0,11.0,10.0,2.0,4.0,115.0,594.0,79.0,797.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,183,106214,0.0,,Oscar Otte,R,196.0,GER,,104755,0.0,,Richard Gasquet,R,185.0,FRA,,6-2 1-6 6-3,3,R128,94.0,4.0,2.0,69.0,41.0,32.0,13.0,12.0,4.0,7.0,6.0,7.0,80.0,47.0,36.0,10.0,12.0,4.0,8.0,76.0,818.0,81.0,782.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,180,200325,0.0,,Emil Ruusuvuori,R,188.0,FIN,,104259,0.0,Q,Philipp Kohlschreiber,R,178.0,GER,,6-3 6-3,3,R128,85.0,0.0,1.0,54.0,36.0,24.0,9.0,9.0,2.0,4.0,1.0,2.0,57.0,33.0,19.0,9.0,9.0,7.0,12.0,70.0,876.0,136.0,478.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,179,105023,0.0,WC,Sam Querrey,R,198.0,USA,,134868,0.0,,Tallon Griekspoor,R,188.0,NED,,6-7(3) 6-2 6-4,3,R128,111.0,24.0,3.0,93.0,57.0,47.0,19.0,15.0,2.0,2.0,5.0,5.0,101.0,62.0,39.0,24.0,15.0,5.0,8.0,114.0,595.0,54.0,1024.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,176,104918,0.0,WC,Andy Murray,R,190.0,GBR,,106121,0.0,Q,Taro Daniel,R,191.0,JPN,,1-6 6-2 6-4,3,R128,118.0,2.0,2.0,63.0,40.0,25.0,8.0,12.0,1.0,5.0,3.0,1.0,71.0,45.0,34.0,8.0,13.0,7.0,12.0,88.0,733.0,106.0,625.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,175,111442,0.0,,Jordan Thompson,R,183.0,AUS,,105676,0.0,,David Goffin,R,180.0,BEL,,4-6 7-5 7-6(3),3,R128,164.0,10.0,5.0,105.0,56.0,42.0,23.0,17.0,8.0,12.0,4.0,3.0,113.0,60.0,43.0,26.0,17.0,6.0,10.0,78.0,800.0,71.0,861.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,300,207989,14.0,,Carlos Alcaraz,R,185.0,ESP,,134770,6.0,,Casper Ruud,R,183.0,NOR,,7-5 6-4,3,F,112.0,6.0,2.0,68.0,48.0,36.0,9.0,11.0,6.0,8.0,5.0,3.0,73.0,43.0,26.0,16.0,11.0,5.0,9.0,16.0,2414.0,8.0,3870.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,299,207989,14.0,,Carlos Alcaraz,R,185.0,ESP,,128034,8.0,,Hubert Hurkacz,R,196.0,POL,,7-6(5) 7-6(2),3,SF,122.0,3.0,0.0,81.0,58.0,45.0,16.0,12.0,3.0,3.0,13.0,0.0,86.0,57.0,46.0,13.0,12.0,3.0,3.0,16.0,2414.0,10.0,3513.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,298,134770,6.0,,Casper Ruud,R,183.0,NOR,,202103,0.0,,Francisco Cerundolo,R,185.0,ARG,,6-4 6-1,3,SF,94.0,6.0,3.0,61.0,37.0,31.0,8.0,9.0,4.0,5.0,1.0,5.0,57.0,33.0,17.0,11.0,8.0,4.0,8.0,8.0,3870.0,103.0,668.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,297,128034,8.0,,Hubert Hurkacz,R,196.0,POL,,106421,1.0,,Daniil Medvedev,R,198.0,RUS,,7-6(7) 6-3,3,QF,123.0,5.0,2.0,64.0,46.0,34.0,11.0,10.0,3.0,4.0,2.0,6.0,94.0,49.0,34.0,22.0,11.0,11.0,14.0,10.0,3513.0,2.0,8410.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,296,207989,14.0,,Carlos Alcaraz,R,185.0,ESP,,200175,0.0,,Miomir Kecmanovic,R,183.0,SRB,,6-7(5) 6-3 7-6(5),3,QF,143.0,5.0,3.0,106.0,79.0,62.0,14.0,17.0,1.0,2.0,2.0,0.0,95.0,64.0,49.0,20.0,16.0,0.0,2.0,16.0,2414.0,48.0,1056.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,295,202103,0.0,,Francisco Cerundolo,R,185.0,ARG,,206173,9.0,,Jannik Sinner,R,188.0,ITA,,4-1 RET,3,QF,22.0,3.0,2.0,20.0,15.0,11.0,3.0,3.0,1.0,1.0,1.0,0.0,13.0,6.0,4.0,3.0,2.0,0.0,1.0,103.0,668.0,11.0,3474.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,294,134770,6.0,,Casper Ruud,R,183.0,NOR,,100644,2.0,,Alexander Zverev,R,198.0,GER,,6-3 1-6 6-3,3,QF,98.0,6.0,0.0,63.0,47.0,37.0,10.0,13.0,2.0,4.0,10.0,1.0,66.0,44.0,35.0,12.0,12.0,3.0,5.0,8.0,3870.0,4.0,7025.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,293,106421,1.0,,Daniil Medvedev,R,198.0,RUS,,202385,0.0,,Jenson Brooksby,R,188.0,USA,,7-5 6-1,3,R16,78.0,8.0,4.0,58.0,40.0,34.0,7.0,10.0,2.0,3.0,0.0,1.0,46.0,33.0,18.0,6.0,9.0,0.0,4.0,2.0,8410.0,39.0,1195.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,292,128034,8.0,,Hubert Hurkacz,R,196.0,POL,,144750,0.0,,Lloyd Harris,R,193.0,RSA,25.0,7-6(3) 6-2,3,R16,89.0,9.0,1.0,60.0,39.0,31.0,12.0,10.0,3.0,4.0,6.0,0.0,64.0,38.0,24.0,11.0,10.0,1.0,4.0,10.0,3513.0,44.0,1101.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,291,207989,14.0,,Carlos Alcaraz,R,185.0,ESP,,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,,7-5 6-3,3,R16,110.0,1.0,2.0,72.0,50.0,37.0,10.0,10.0,7.0,8.0,5.0,1.0,78.0,46.0,34.0,9.0,11.0,7.0,11.0,16.0,2414.0,5.0,6070.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,290,200175,0.0,,Miomir Kecmanovic,R,183.0,SRB,,126203,11.0,,Taylor Fritz,R,193.0,USA,,3-6 6-1 6-4,3,R16,126.0,6.0,2.0,97.0,70.0,51.0,12.0,13.0,5.0,6.0,8.0,1.0,88.0,60.0,42.0,14.0,13.0,5.0,8.0,48.0,1056.0,13.0,2920.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,289,206173,9.0,,Jannik Sinner,R,188.0,ITA,,106401,0.0,WC,Nick Kyrgios,R,193.0,AUS,,7-6(3) 6-3,3,R16,99.0,8.0,4.0,70.0,46.0,38.0,11.0,10.0,2.0,2.0,7.0,4.0,71.0,45.0,31.0,13.0,11.0,2.0,4.0,11.0,3474.0,102.0,673.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,288,202103,0.0,,Francisco Cerundolo,R,185.0,ARG,,126207,28.0,,Frances Tiafoe,R,188.0,USA,,6-7(2) 7-6(3) 6-2,3,R16,156.0,5.0,3.0,94.0,70.0,49.0,13.0,16.0,4.0,7.0,3.0,5.0,112.0,53.0,35.0,29.0,16.0,7.0,12.0,103.0,668.0,31.0,1453.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,287,134770,6.0,,Casper Ruud,R,183.0,NOR,,111815,10.0,,Cameron Norrie,L,188.0,GBR,,6-3 6-4,3,R16,92.0,7.0,1.0,68.0,39.0,33.0,10.0,10.0,2.0,3.0,5.0,3.0,53.0,28.0,19.0,12.0,9.0,5.0,8.0,8.0,3870.0,12.0,3395.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,286,100644,2.0,,Alexander Zverev,R,198.0,GER,,106423,0.0,Q,Thanasi Kokkinakis,R,196.0,AUS,,6-4 6-4,3,R16,96.0,4.0,2.0,50.0,35.0,31.0,9.0,10.0,0.0,0.0,8.0,3.0,73.0,41.0,32.0,12.0,10.0,6.0,8.0,4.0,7025.0,97.0,700.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,285,106421,1.0,,Daniil Medvedev,R,198.0,RUS,,124079,0.0,,Pedro Martinez,R,185.0,ESP,,6-3 6-4,3,R32,84.0,14.0,1.0,55.0,39.0,31.0,10.0,10.0,2.0,3.0,0.0,2.0,58.0,36.0,22.0,12.0,9.0,3.0,6.0,2.0,8410.0,47.0,1077.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,284,202385,0.0,,Jenson Brooksby,R,188.0,USA,,105138,15.0,,Roberto Bautista Agut,R,183.0,ESP,,6-3 5-7 6-4,3,R32,179.0,8.0,0.0,96.0,57.0,36.0,22.0,15.0,6.0,10.0,2.0,1.0,94.0,58.0,36.0,19.0,16.0,6.0,12.0,39.0,1195.0,17.0,2375.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,283,144750,0.0,,Lloyd Harris,R,193.0,RSA,25.0,106415,0.0,Q,Yoshihito Nishioka,L,170.0,JPN,,7-6(5) 4-6 7-5,3,R32,154.0,19.0,2.0,122.0,82.0,59.0,21.0,17.0,8.0,9.0,2.0,1.0,96.0,68.0,51.0,19.0,17.0,0.0,1.0,44.0,1101.0,96.0,705.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,282,128034,8.0,,Hubert Hurkacz,R,196.0,POL,,106234,29.0,,Aslan Karatsev,R,185.0,RUS,,7-5 4-6 6-3,3,R32,142.0,24.0,1.0,89.0,63.0,52.0,14.0,16.0,2.0,3.0,6.0,3.0,94.0,53.0,37.0,26.0,15.0,2.0,4.0,10.0,3513.0,32.0,1428.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,281,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,,200282,25.0,,Alex De Minaur,R,183.0,AUS,23.0,6-4 6-3,3,R32,90.0,8.0,1.0,57.0,34.0,28.0,16.0,10.0,3.0,3.0,2.0,3.0,76.0,50.0,32.0,13.0,9.0,4.0,6.0,5.0,6070.0,28.0,1531.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,280,207989,14.0,,Carlos Alcaraz,R,185.0,ESP,,105227,21.0,,Marin Cilic,R,198.0,CRO,,6-4 6-4,3,R32,95.0,2.0,1.0,55.0,36.0,28.0,13.0,10.0,1.0,1.0,2.0,1.0,66.0,45.0,31.0,10.0,10.0,7.0,9.0,16.0,2414.0,23.0,1785.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,279,126203,11.0,,Taylor Fritz,R,193.0,USA,,126205,0.0,,Tommy Paul,R,185.0,USA,,7-6(2) 6-4,3,R32,93.0,4.0,1.0,67.0,37.0,30.0,20.0,11.0,2.0,3.0,2.0,2.0,69.0,43.0,29.0,14.0,11.0,0.0,2.0,13.0,2920.0,37.0,1277.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,278,200175,0.0,,Miomir Kecmanovic,R,183.0,SRB,,200624,0.0,,Sebastian Korda,R,196.0,USA,,7-6(4) 6-3,3,R32,88.0,4.0,3.0,71.0,49.0,39.0,11.0,11.0,2.0,3.0,11.0,3.0,65.0,41.0,27.0,14.0,10.0,5.0,7.0,48.0,1056.0,38.0,1269.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,277,106401,0.0,WC,Nick Kyrgios,R,193.0,AUS,,104926,31.0,,Fabio Fognini,R,178.0,ITA,,6-2 6-4,3,R32,61.0,10.0,1.0,44.0,34.0,29.0,7.0,9.0,0.0,0.0,2.0,3.0,53.0,31.0,20.0,11.0,9.0,3.0,6.0,102.0,673.0,34.0,1339.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,276,206173,9.0,,Jannik Sinner,R,188.0,ITA,,105807,17.0,,Pablo Carreno Busta,R,188.0,ESP,,5-7 7-5 7-5,3,R32,191.0,15.0,1.0,140.0,85.0,57.0,27.0,18.0,13.0,17.0,3.0,1.0,94.0,59.0,40.0,17.0,18.0,2.0,7.0,11.0,3474.0,19.0,2220.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,275,202103,0.0,,Francisco Cerundolo,R,185.0,ARG,,104792,22.0,,Gael Monfils,R,193.0,FRA,,6-2 6-3,3,R32,69.0,0.0,3.0,52.0,36.0,27.0,10.0,8.0,5.0,5.0,3.0,2.0,48.0,27.0,17.0,9.0,9.0,2.0,6.0,103.0,668.0,24.0,1723.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,274,126207,28.0,,Frances Tiafoe,R,188.0,USA,,207678,0.0,,Juan Manuel Cerundolo,L,183.0,ARG,,6-3 6-2,3,R32,65.0,3.0,1.0,47.0,32.0,25.0,12.0,9.0,0.0,0.0,2.0,1.0,49.0,32.0,20.0,7.0,8.0,3.0,6.0,31.0,1453.0,122.0,541.0
2022-0403,Miami Masters,Hard,128,M,2022-03-21,273,134770,6.0,,Casper Ruud,R,183.0,NOR,,122330,30.0,,Alexander Bublik,R,196.0,KAZ,,6-3 6-2,3,R32,58.0,3.0,0.0,46.0,33.0,28.0,8.0,9.0,0.0,0.0,5.0,2.0,50.0,31.0,21.0,7.0,8.0,4.0,7.0,8.0,3870.0,33.0,1416.0
